id;code;codein;name;high;low;varbid;pctchange;bid;ask;create_date
32165;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;1.05;1.98;1.98;2023-02-27 22:36:22.159299
32166;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 22:41:23.090236
32167;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 22:41:23.090236
32168;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.05;3.831;3.833;2023-02-27 22:41:23.090236
32169;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.002;0.04;5.517;5.52;2023-02-27 22:41:23.090236
32170;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.275;6.271;-0.001;-0.01;6.27;6.275;2023-02-27 22:41:23.090236
32171;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 22:41:23.090236
32172;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;203;0.17;122136;122136;2023-02-27 22:41:23.090236
32173;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-3.65;-0.74;488.52;489.6;2023-02-27 22:41:23.090236
32174;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 22:41:23.090236
32175;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.556;-0;0;5.555;5.558;2023-02-27 22:41:23.090236
32176;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.001;0.04;3.502;3.505;2023-02-27 22:41:23.090236
32177;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 22:41:23.090236
32178;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.002;-0.18;1.419;1.419;2023-02-27 22:41:23.090236
32179;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;-89.98;-1.05;8470.93;8509.92;2023-02-27 22:41:23.090236
32180;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;0.84;1.98;1.98;2023-02-27 22:41:23.090236
32181;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 22:46:23.944666
32182;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 22:46:23.944666
32183;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0;0.01;3.829;3.832;2023-02-27 22:46:23.944666
32184;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0;0.01;5.515;5.518;2023-02-27 22:46:23.944666
32185;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.275;6.27;-0.001;-0.02;6.27;6.274;2023-02-27 22:46:23.944666
32186;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 22:46:23.944666
32187;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;205;0.17;122136;122138;2023-02-27 22:46:23.944666
32188;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-3.65;-0.74;488.27;489.6;2023-02-27 22:46:23.944666
32189;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 22:46:23.944666
32190;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.556;-0;0;5.555;5.558;2023-02-27 22:46:23.944666
32191;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.002;0.05;3.503;3.505;2023-02-27 22:46:23.944666
32192;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 22:46:23.944666
32193;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.002;-0.18;1.419;1.419;2023-02-27 22:46:23.944666
32194;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;-89.98;-1.05;8477.82;8510;2023-02-27 22:46:23.944666
32195;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;1.05;1.98;1.98;2023-02-27 22:46:23.944666
32196;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 22:51:22.367068
32197;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 22:51:22.367068
32198;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0;0.01;3.829;3.832;2023-02-27 22:51:22.367068
32199;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0;0.01;5.515;5.518;2023-02-27 22:51:22.367068
32200;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.275;6.27;-0.001;-0.02;6.27;6.274;2023-02-27 22:51:22.367068
32201;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 22:51:22.367068
32202;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;203;0.17;122136;122138;2023-02-27 22:51:22.367068
32203;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-3.65;-0.74;488.52;489.6;2023-02-27 22:51:22.367068
32204;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 22:51:22.367068
32205;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.555;0.002;0.04;5.557;5.56;2023-02-27 22:51:22.367068
32206;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.002;0.06;3.503;3.506;2023-02-27 22:51:22.367068
32207;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 22:51:22.367068
32208;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.002;-0.18;1.419;1.419;2023-02-27 22:51:22.367068
32209;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;31.05;0.37;8478.94;8522.25;2023-02-27 22:51:22.367068
32210;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;0.83;1.98;1.98;2023-02-27 22:51:22.367068
32211;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 22:56:22.860353
32212;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 22:56:22.860353
32213;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.001;0.03;3.83;3.832;2023-02-27 22:56:22.860353
32214;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;-0.001;-0.01;5.514;5.517;2023-02-27 22:56:22.860353
32215;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.275;6.27;-0.001;-0.02;6.271;6.273;2023-02-27 22:56:22.860353
32216;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 22:56:22.860353
32217;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;979;0.8;122871;122910;2023-02-27 22:56:22.860353
32218;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-3.65;-0.74;488.94;489.97;2023-02-27 22:56:22.860353
32219;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 22:56:22.860353
32220;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.555;-0.002;-0.03;5.553;5.556;2023-02-27 22:56:22.860353
32221;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.002;0.05;3.503;3.505;2023-02-27 22:56:22.860353
32222;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 22:56:22.860353
32223;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.002;-0.18;1.419;1.419;2023-02-27 22:56:22.860353
32224;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8512.4;8555;2023-02-27 22:56:22.860353
32225;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;0.78;1.98;1.98;2023-02-27 22:56:22.860353
32226;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:01:22.741841
32227;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:01:22.741841
32228;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.04;3.831;3.832;2023-02-27 23:01:22.741841
32229;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0;0;5.516;5.517;2023-02-27 23:01:22.741841
32230;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.275;6.27;-0.001;-0.02;6.271;6.274;2023-02-27 23:01:22.741841
32231;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:01:22.741841
32232;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;875;0.72;122808;122808;2023-02-27 23:01:22.741841
32233;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-3.65;-0.74;488.94;489.97;2023-02-27 23:01:22.741841
32234;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:01:22.741841
32235;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.555;0.001;0.03;5.556;5.559;2023-02-27 23:01:22.741841
32236;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.002;0.06;3.503;3.505;2023-02-27 23:01:22.741841
32237;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:01:22.741841
32238;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.002;-0.18;1.419;1.419;2023-02-27 23:01:22.741841
32239;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8507.4;8546.45;2023-02-27 23:01:22.741841
32240;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;0.83;1.98;1.98;2023-02-27 23:01:22.741841
32241;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:06:21.652099
32242;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:06:21.652099
32243;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.001;0.03;3.83;3.832;2023-02-27 23:06:21.652099
32244;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.002;0.04;5.517;5.52;2023-02-27 23:06:21.652099
32245;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.275;6.27;0.001;0.02;6.273;6.275;2023-02-27 23:06:21.652099
32246;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:06:21.652099
32247;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-110;-0.09;122801;122808;2023-02-27 23:06:21.652099
32248;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-3.68;-0.75;490.07;491.5;2023-02-27 23:06:21.652099
32249;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:06:21.652099
32250;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.555;0.002;0.04;5.557;5.56;2023-02-27 23:06:21.652099
32251;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.002;0.05;3.503;3.504;2023-02-27 23:06:21.652099
32252;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:06:21.652099
32253;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.002;-0.18;1.419;1.419;2023-02-27 23:06:21.652099
32254;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8505.45;8548.28;2023-02-27 23:06:21.652099
32255;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;0.84;1.98;1.98;2023-02-27 23:06:21.652099
32256;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:11:22.581151
32257;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:11:22.581151
32258;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.04;3.831;3.832;2023-02-27 23:11:22.581151
32259;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.002;0.03;5.516;5.52;2023-02-27 23:11:22.581151
32260;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.276;6.27;0.003;0.05;6.275;6.278;2023-02-27 23:11:22.581151
32261;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:11:22.581151
32262;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-142;-0.12;122776;122797;2023-02-27 23:11:22.581151
32263;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-8;-1.61;490.65;491.5;2023-02-27 23:11:22.581151
32264;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:11:22.581151
32265;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.555;0.001;0.02;5.556;5.559;2023-02-27 23:11:22.581151
32266;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.003;0.08;3.503;3.507;2023-02-27 23:11:22.581151
32267;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:11:22.581151
32268;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.002;-0.18;1.419;1.419;2023-02-27 23:11:22.581151
32269;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8514.49;8556.57;2023-02-27 23:11:22.581151
32270;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.02;0.84;1.98;1.98;2023-02-27 23:11:22.581151
32271;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:16:23.104241
32272;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:16:23.104241
32273;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.04;3.831;3.832;2023-02-27 23:16:23.104241
32274;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.002;0.03;5.516;5.52;2023-02-27 23:16:23.104241
32275;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.277;6.27;0.002;0.03;6.274;6.276;2023-02-27 23:16:23.104241
32276;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:16:23.104241
32277;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-176;-0.14;122742;122742;2023-02-27 23:16:23.104241
32278;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-3.68;-0.75;490.75;491.87;2023-02-27 23:16:23.104241
32279;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:16:23.104241
32280;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.555;0.002;0.04;5.558;5.559;2023-02-27 23:16:23.104241
32281;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.505;3.502;0.001;0.04;3.503;3.504;2023-02-27 23:16:23.104241
32282;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:16:23.104241
32283;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.003;-0.2;1.419;1.419;2023-02-27 23:16:23.104241
32284;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8506.1;8550.24;2023-02-27 23:16:23.104241
32285;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.01;0.45;1.98;1.98;2023-02-27 23:16:23.104241
32286;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:21:22.656828
32287;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:21:22.656828
32288;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.04;3.831;3.832;2023-02-27 23:21:22.656828
32289;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.002;0.03;5.516;5.52;2023-02-27 23:21:22.656828
32290;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.277;6.27;0.002;0.03;6.274;6.276;2023-02-27 23:21:22.656828
32291;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:21:22.656828
32292;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-176;-0.14;122717;122742;2023-02-27 23:21:22.656828
32293;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-7;-1.41;490.84;492.01;2023-02-27 23:21:22.656828
32294;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:21:22.656828
32295;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.559;5.555;0.003;0.05;5.558;5.56;2023-02-27 23:21:22.656828
32296;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.506;3.502;0.003;0.08;3.504;3.505;2023-02-27 23:21:22.656828
32297;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:21:22.656828
32298;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.003;-0.2;1.419;1.419;2023-02-27 23:21:22.656828
32299;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8520.64;8566.82;2023-02-27 23:21:22.656828
32300;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.01;0.45;1.98;1.98;2023-02-27 23:21:22.656828
32301;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:26:24.899992
32302;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:26:24.899992
32303;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.05;3.831;3.832;2023-02-27 23:26:24.899992
32304;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.001;0.02;5.516;5.519;2023-02-27 23:26:24.899992
32305;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.277;6.27;0.003;0.05;6.275;6.277;2023-02-27 23:26:24.899992
32306;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:26:24.899992
32307;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-176;-0.14;122717;122742;2023-02-27 23:26:24.899992
32308;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-5.46;-1.1;490.96;492.24;2023-02-27 23:26:24.899992
32309;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:26:24.899992
32310;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.56;5.555;0.002;0.04;5.557;5.56;2023-02-27 23:26:24.899992
32311;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.506;3.502;0.003;0.1;3.505;3.506;2023-02-27 23:26:24.899992
32312;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:26:24.899992
32313;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.003;-0.2;1.419;1.419;2023-02-27 23:26:24.899992
32314;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8513.46;8561.02;2023-02-27 23:26:24.899992
32315;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.01;0.45;1.98;1.98;2023-02-27 23:26:24.899992
32316;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:31:22.625701
32317;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:31:22.625701
32318;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.05;3.831;3.832;2023-02-27 23:31:22.625701
32319;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0;0.01;5.515;5.518;2023-02-27 23:31:22.625701
32320;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.277;6.27;0.003;0.05;6.275;6.277;2023-02-27 23:31:22.625701
32321;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:31:22.625701
32322;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-218;-0.18;122700;122700;2023-02-27 23:31:22.625701
32323;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-6.6;-1.33;491.18;492.36;2023-02-27 23:31:22.625701
32324;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:31:22.625701
32325;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.56;5.555;0.002;0.04;5.557;5.56;2023-02-27 23:31:22.625701
32326;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.506;3.502;0.003;0.08;3.504;3.506;2023-02-27 23:31:22.625701
32327;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:31:22.625701
32328;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.003;-0.2;1.419;1.419;2023-02-27 23:31:22.625701
32329;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;62.05;0.73;8511.68;8550.39;2023-02-27 23:31:22.625701
32330;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.01;0.43;1.98;1.98;2023-02-27 23:31:22.625701
32331;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:36:23.226949
32332;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:36:23.226949
32333;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.04;3.831;3.832;2023-02-27 23:36:23.226949
32334;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.001;0.02;5.516;5.519;2023-02-27 23:36:23.226949
32335;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.277;6.27;0.003;0.05;6.275;6.278;2023-02-27 23:36:23.226949
32336;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:36:23.226949
32337;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-243;-0.2;122675;122678;2023-02-27 23:36:23.226949
32338;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-7;-1.41;491.1;492.23;2023-02-27 23:36:23.226949
32339;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-27 23:36:23.226949
32340;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.56;5.555;0.002;0.04;5.557;5.56;2023-02-27 23:36:23.226949
32341;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.506;3.502;0.003;0.1;3.504;3.507;2023-02-27 23:36:23.226949
32342;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.75;0.745;-0;-0.02;0.749;0.749;2023-02-27 23:36:23.226949
32343;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.426;1.409;-0.003;-0.2;1.419;1.419;2023-02-27 23:36:23.226949
32344;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8707.93;8425.17;108.58;1.29;8513.15;8555.86;2023-02-27 23:36:23.226949
32345;XRP;BRL;XRP/REAL BRASILEIRO;1.99;1.94;0.01;0.45;1.98;1.98;2023-02-27 23:36:23.226949
32346;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-02-27 23:41:23.160461
32347;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.235;5.175;-0.005;-0.1;5.07;5.38;2023-02-27 23:41:23.160461
32348;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.833;3.83;0.002;0.04;3.831;3.832;2023-02-27 23:41:23.160461
32349;EUR;BRL;EURO/REAL BRASILEIRO;5.519;5.515;0.002;0.03;5.516;5.52;2023-02-27 23:41:23.160461
32350;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.277;6.27;0.003;0.05;6.275;6.277;2023-02-27 23:41:23.160461
32351;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-02-27 23:41:23.160461
32352;BTC;BRL;BITCOIN/REAL BRASILEIRO;124554;120949;-276;-0.22;122583;122616;2023-02-27 23:41:23.160461
32353;LTC;BRL;LITECOIN/REAL BRASILEIRO;501.64;485.32;-6.6;-1.33;491.64;492.72;2023-02-27 23:41:23.160461
